area;stato;cartella_principale;tipo_file;nome_file;percorso_relativo;dimensione_kb;ultima_modifica
Emergenze;attivo/da verificare;11-PLAN DE EMERGENCIAS;.pdf;MEDIDAS DE EMERGENCIA, LUCHA CONTRA INCENDIO Y PRIMEROS AUXILIOS.pdf;11-PLAN DE EMERGENCIAS\MEDIDAS DE EMERGENCIA, LUCHA CONTRA INCENDIO Y PRIMEROS AUXILIOS.pdf;143.3;1779628193.0
Emergenze;storico/obsoleto;11-PLAN DE EMERGENCIAS;.pdf;P-11 PLAN DE EMERGENCIAS 02.pdf;11-PLAN DE EMERGENCIAS\OLD\P-11 PLAN DE EMERGENCIAS 02.pdf;337.6;1779628193.0
Emergenze;attivo/da verificare;11-PLAN DE EMERGENCIAS;.docx;P-11 PLAN DE EMERGENCIAS 03.docx;11-PLAN DE EMERGENCIAS\P-11 PLAN DE EMERGENCIAS 03.docx;386.9;1779628193.0
Emergenze;attivo/da verificare;11-PLAN DE EMERGENCIAS;.pdf;P-11 PLAN DE EMERGENCIAS 03.pdf;11-PLAN DE EMERGENCIAS\P-11 PLAN DE EMERGENCIAS 03.pdf;880.4;1779628193.0
Emergenze;attivo/da verificare;11-PLAN DE EMERGENCIAS;.docx;Planificacion de emergencias_2022-2025.docx;11-PLAN DE EMERGENCIAS\Planificacion de emergencias_2022-2025.docx;172.6;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.doc;Chequeo de Condiciones ENEMEK.doc;12-CONTROL OPERACIONAL 02\CHEQUEO DE CONDICIONES\Chequeo de Condiciones ENEMEK.doc;258.5;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.pdf;Conduccion_eficiente.pdf;12-CONTROL OPERACIONAL 02\Conduccion_eficiente.pdf;1105.1;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.xlsx;CONSUMOS ENEMEK.xlsx;12-CONTROL OPERACIONAL 02\CONSUMOS\CONSUMOS ENEMEK.xlsx;57.0;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.pdf;Control op. Taller Sept. 2024.pdf;12-CONTROL OPERACIONAL 02\Control op. Taller Sept. 2024.pdf;53.8;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.pdf;declaración de reciduos anuales y Baja de reciduos nave Bergantin.pdf;12-CONTROL OPERACIONAL 02\declaración de reciduos anuales y Baja de reciduos nave Bergantin.pdf;1874.2;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.pdf;30613231_MTR_SCLP_ES_05312021092318.pdf;12-CONTROL OPERACIONAL 02\FDS productos taller\30613231_MTR_SCLP_ES_05312021092318.pdf;136.7;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.pdf;SDS_000010021892_ES_ES.PDF;12-CONTROL OPERACIONAL 02\FDS productos taller\SDS_000010021892_ES_ES.PDF;368.9;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.docx;IT-01 BUENAS PRÁCTICAS OBRA 03.docx;12-CONTROL OPERACIONAL 02\IT-01 BUENAS PRÁCTICAS OBRA 03.docx;440.1;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.pdf;IT-01 BUENAS PRÁCTICAS OBRA 03.pdf;12-CONTROL OPERACIONAL 02\IT-01 BUENAS PRÁCTICAS OBRA 03.pdf;835.6;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.docx;IT-02 BUENAS PRÁCTICAS OFICINA 02.docx;12-CONTROL OPERACIONAL 02\IT-02 BUENAS PRÁCTICAS OFICINA 02.docx;790.3;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.pdf;IT-02 BUENAS PRÁCTICAS OFICINA 02.pdf;12-CONTROL OPERACIONAL 02\IT-02 BUENAS PRÁCTICAS OFICINA 02.pdf;940.2;1779628193.0
Controllo operativo ambientale;storico/obsoleto;12-CONTROL OPERACIONAL 02;.docx;IT-01 BUENAS PRÁCTICAS OBRA 02.docx;12-CONTROL OPERACIONAL 02\OLD\IT-01 BUENAS PRÁCTICAS OBRA 02.docx;436.5;1779628193.0
Controllo operativo ambientale;storico/obsoleto;12-CONTROL OPERACIONAL 02;.pdf;IT-01 BUENAS PRÁCTICAS OBRA 02.pdf;12-CONTROL OPERACIONAL 02\OLD\IT-01 BUENAS PRÁCTICAS OBRA 02.pdf;301.6;1779628193.0
Controllo operativo ambientale;storico/obsoleto;12-CONTROL OPERACIONAL 02;.docx;P-12 CONTROL OPERACIONAL 02.docx;12-CONTROL OPERACIONAL 02\OLD\P-12 CONTROL OPERACIONAL 02.docx;385.9;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.docx;P-12 CONTROL OPERACIONAL 03.docx;12-CONTROL OPERACIONAL 02\P-12 CONTROL OPERACIONAL 03.docx;386.8;1779628193.0
Controllo operativo ambientale;attivo/da verificare;12-CONTROL OPERACIONAL 02;.pdf;P-12 CONTROL OPERACIONAL 03.pdf;12-CONTROL OPERACIONAL 02\P-12 CONTROL OPERACIONAL 03.pdf;338.3;1779628193.0
Antincendio;attivo/da verificare;13.- PROTECCION CONTRA INCENDIOS;.docx;ENTREGA DE EPIS.docx;13.- PROTECCION CONTRA INCENDIOS\ENTREGA DE EPIS.docx;74.7;1779628193.0
Antincendio;storico/obsoleto;13.- PROTECCION CONTRA INCENDIOS;.docx;P-13 PCI.docx;13.- PROTECCION CONTRA INCENDIOS\OLD\P-13 PCI.docx;394.3;1779628193.0
Antincendio;attivo/da verificare;13.- PROTECCION CONTRA INCENDIOS;.docx;P-13 PCI_Rev_02.docx;13.- PROTECCION CONTRA INCENDIOS\P-13 PCI_Rev_02.docx;399.3;1779628193.0
Antincendio;attivo/da verificare;13.- PROTECCION CONTRA INCENDIOS;.pdf;P-13 PCI_Rev_02.pdf;13.- PROTECCION CONTRA INCENDIOS\P-13 PCI_Rev_02.pdf;909.7;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.docx;Formato para la investigación de accidentes.docx;14-ACCIDENTES\Formato para la investigación de accidentes.docx;15.2;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;192-193. Informe de investigacion sin baja 2.pdf;14-ACCIDENTES\Investigacion de accidentes\2019\192-193. Informe de investigacion sin baja 2.pdf;559.8;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;Informe de investigacion sin baja 1.pdf;14-ACCIDENTES\Investigacion de accidentes\2019\Informe de investigacion sin baja 1.pdf;559.5;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;INVESTIGACION DE ACCIDENTES 12-11-19.pdf;14-ACCIDENTES\Investigacion de accidentes\2019\INVESTIGACION DE ACCIDENTES 12-11-19.pdf;100.5;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;INVESTIGACION DE ACCIDENTES 21-3-19.pdf;14-ACCIDENTES\Investigacion de accidentes\2019\INVESTIGACION DE ACCIDENTES 21-3-19.pdf;102.3;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;Delta Damian Herrera.pdf;14-ACCIDENTES\Investigacion de accidentes\2021\Delta Damian Herrera.pdf;195.6;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;Delta Juan Carlos Coll.pdf;14-ACCIDENTES\Investigacion de accidentes\2021\Delta Juan Carlos Coll.pdf;193.0;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;Investigación accidente  Damian Herrera Romero.pdf;14-ACCIDENTES\Investigacion de accidentes\2021\Investigación accidente  Damian Herrera Romero.pdf;102.3;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;Investigación accidente  Juan Carlos Coll Ruiz.pdf;14-ACCIDENTES\Investigacion de accidentes\2021\Investigación accidente  Juan Carlos Coll Ruiz.pdf;102.1;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;C.S. Villalba Del Rey.pdf;14-ACCIDENTES\Investigacion de accidentes\2022\BECHIR MOHAMED FADEL AZMAN\C.S. Villalba Del Rey.pdf;197.7;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;Investigación 21-06.pdf;14-ACCIDENTES\Investigacion de accidentes\2022\BECHIR MOHAMED FADEL AZMAN\Investigación 21-06.pdf;471.5;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;lesion 21-06.pdf;14-ACCIDENTES\Investigacion de accidentes\2022\BECHIR MOHAMED FADEL AZMAN\lesion 21-06.pdf;471.5;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;Delta Mohamme El Mayar.pdf;14-ACCIDENTES\Investigacion de accidentes\2022\MOHAMED EL MAYAR\Delta Mohamme El Mayar.pdf;191.1;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;Investigación MOHAMED EL MAYAR.pdf;14-ACCIDENTES\Investigacion de accidentes\2022\MOHAMED EL MAYAR\Investigación MOHAMED EL MAYAR.pdf;475.2;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;certificado CESMA 12.07.2022.pdf;14-ACCIDENTES\MUTUA\certificado CESMA 12.07.2022.pdf;636.7;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;INFORME SINIESTRALIDAD 2018.pdf;14-ACCIDENTES\MUTUA\Informes de siniestralidad\Años anteriores\INFORME SINIESTRALIDAD 2018.pdf;1632.8;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;INFORME SINIESTRALIDAD E E I (003).pdf;14-ACCIDENTES\MUTUA\Informes de siniestralidad\Años anteriores\INFORME SINIESTRALIDAD E E I (003).pdf;1632.8;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;INFORME SINIESTRALIDAD E E I.pdf;14-ACCIDENTES\MUTUA\Informes de siniestralidad\Años anteriores\INFORME SINIESTRALIDAD E E I.pdf;27.5;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;INFORME SINIESTRALIDAD ULTIMOS 3 AÑOS ENEMEK.pdf;14-ACCIDENTES\MUTUA\Informes de siniestralidad\Años anteriores\INFORME SINIESTRALIDAD ULTIMOS 3 AÑOS ENEMEK.pdf;55.5;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;INFORME SINIESTRALIDAD.pdf;14-ACCIDENTES\MUTUA\Informes de siniestralidad\Años anteriores\INFORME SINIESTRALIDAD.pdf;55.0;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;SINIESTRALIDAD ENEMEK.pdf;14-ACCIDENTES\MUTUA\Informes de siniestralidad\Años anteriores\SINIESTRALIDAD ENEMEK.pdf;55.6;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;CESMA ABRIL 2022.pdf;14-ACCIDENTES\MUTUA\Informes de siniestralidad\CESMA ABRIL 2022.pdf;168.0;1779628193.0
Incidenti;storico/obsoleto;14-ACCIDENTES;.docx;P-14 ACCIDENTES.docx;14-ACCIDENTES\OLD\P-14 ACCIDENTES.docx;384.4;1779628193.0
Incidenti;storico/obsoleto;14-ACCIDENTES;.pdf;P-14 ACCIDENTES.pdf;14-ACCIDENTES\OLD\P-14 ACCIDENTES.pdf;260.6;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.docx;P-14 ACCIDENTES_Rev_02.docx;14-ACCIDENTES\P-14 ACCIDENTES_Rev_02.docx;390.1;1779628193.0
Incidenti;attivo/da verificare;14-ACCIDENTES;.pdf;P-14 ACCIDENTES_Rev_02.pdf;14-ACCIDENTES\P-14 ACCIDENTES_Rev_02.pdf;815.1;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;106. patrones.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-15 _PROCEDIMIENTO CALIBRACIÓN\106. patrones.pdf;338.0;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;14216_LCE211221 ENEMEK ENGINEERING IBERICA aislamiento SEW 1455738.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-15 _PROCEDIMIENTO CALIBRACIÓN\14216_LCE211221 ENEMEK ENGINEERING IBERICA aislamiento SEW 1455738.pdf;169.9;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;ANEXO 01_INSTRUMENTACION INVENTARIO.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-15 _PROCEDIMIENTO CALIBRACIÓN\ANEXO 01_INSTRUMENTACION INVENTARIO.pdf;654.5;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.xlsx;ANEXO 01_INSTRUMENTACION INVENTARIO_.xlsx;15-PROCEDIMIENTOS OPERATIVOS\P-15 _PROCEDIMIENTO CALIBRACIÓN\ANEXO 01_INSTRUMENTACION INVENTARIO_.xlsx;141.1;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.pdf;certif calibracion KOBAN  1955372.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-15 _PROCEDIMIENTO CALIBRACIÓN\OLD\certif calibracion KOBAN  1955372.pdf;195.5;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.pdf;certif calibracion SEW 1455738.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-15 _PROCEDIMIENTO CALIBRACIÓN\OLD\certif calibracion SEW 1455738.pdf;122.9;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.docx;P-15_EQUIPOS DE INSPECCIÓN, MEDICION Y ENSAYO.docx;15-PROCEDIMIENTOS OPERATIVOS\P-15 _PROCEDIMIENTO CALIBRACIÓN\OLD\P-15_EQUIPOS DE INSPECCIÓN, MEDICION Y ENSAYO.docx;375.6;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-15_EQUIPOS DE INSPECCIÓN, MEDICION Y ENSAYO.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-15 _PROCEDIMIENTO CALIBRACIÓN\OLD\P-15_EQUIPOS DE INSPECCIÓN, MEDICION Y ENSAYO.pdf;897.8;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.docx;P-15_EQUIPOS DE INSPECCIÓN, MEDICION Y ENSAYO_Rev_02.docx;15-PROCEDIMIENTOS OPERATIVOS\P-15 _PROCEDIMIENTO CALIBRACIÓN\P-15_EQUIPOS DE INSPECCIÓN, MEDICION Y ENSAYO_Rev_02.docx;380.5;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-15_EQUIPOS DE INSPECCIÓN, MEDICION Y ENSAYO_Rev_02.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-15 _PROCEDIMIENTO CALIBRACIÓN\P-15_EQUIPOS DE INSPECCIÓN, MEDICION Y ENSAYO_Rev_02.pdf;1010.4;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.pdf;ANEXOS RESISTENCIA.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-16_PROCEDIMIENTO COMPROBACIÓN RESISTENCIA Y CONTINUIDAD\OLD\ANEXOS RESISTENCIA.pdf;489.6;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.docx;P-16_COMPROBACIÓN RESISTENCIA Y CONTINUIDAD.docx;15-PROCEDIMIENTOS OPERATIVOS\P-16_PROCEDIMIENTO COMPROBACIÓN RESISTENCIA Y CONTINUIDAD\OLD\P-16_COMPROBACIÓN RESISTENCIA Y CONTINUIDAD.docx;379.5;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-16_COMPROBACIÓN RESISTENCIA Y CONTINUIDAD.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-16_PROCEDIMIENTO COMPROBACIÓN RESISTENCIA Y CONTINUIDAD\OLD\P-16_COMPROBACIÓN RESISTENCIA Y CONTINUIDAD.pdf;846.4;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.docx;P-16_ANEXOS RESISTENCIA.docx;15-PROCEDIMIENTOS OPERATIVOS\P-16_PROCEDIMIENTO COMPROBACIÓN RESISTENCIA Y CONTINUIDAD\P-16_ANEXOS RESISTENCIA.docx;138.6;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-16_ANEXOS RESISTENCIA.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-16_PROCEDIMIENTO COMPROBACIÓN RESISTENCIA Y CONTINUIDAD\P-16_ANEXOS RESISTENCIA.pdf;489.6;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-16_COMPROBACIÓN RESISTENCIA Y CONTINUIDAD Y ANEXOS_Rev_02.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-16_PROCEDIMIENTO COMPROBACIÓN RESISTENCIA Y CONTINUIDAD\P-16_COMPROBACIÓN RESISTENCIA Y CONTINUIDAD Y ANEXOS_Rev_02.pdf;1331.2;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.docx;P-16_COMPROBACIÓN RESISTENCIA Y CONTINUIDAD_Rev_02.docx;15-PROCEDIMIENTOS OPERATIVOS\P-16_PROCEDIMIENTO COMPROBACIÓN RESISTENCIA Y CONTINUIDAD\P-16_COMPROBACIÓN RESISTENCIA Y CONTINUIDAD_Rev_02.docx;383.9;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-16_COMPROBACIÓN RESISTENCIA Y CONTINUIDAD_Rev_02.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-16_PROCEDIMIENTO COMPROBACIÓN RESISTENCIA Y CONTINUIDAD\P-16_COMPROBACIÓN RESISTENCIA Y CONTINUIDAD_Rev_02.pdf;844.9;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.docx;ANEXOS TENDIDO DE CABLE REV1.docx;15-PROCEDIMIENTOS OPERATIVOS\P-17_ PROCEDIMIENTO TENDIDO DE CABLES\ANEXOS TENDIDO DE CABLE REV1.docx;110.8;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;ANEXOS TENDIDO DE CABLE REV1.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-17_ PROCEDIMIENTO TENDIDO DE CABLES\ANEXOS TENDIDO DE CABLE REV1.pdf;278.4;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.docx;ANEXOS TENDIDO DE CABLE REV1.docx;15-PROCEDIMIENTOS OPERATIVOS\P-17_ PROCEDIMIENTO TENDIDO DE CABLES\OLD\ANEXOS TENDIDO DE CABLE REV1.docx;86.0;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.docx;ANEXOS TENDIDO DE CABLE.docx;15-PROCEDIMIENTOS OPERATIVOS\P-17_ PROCEDIMIENTO TENDIDO DE CABLES\OLD\ANEXOS TENDIDO DE CABLE.docx;288.9;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.pdf;ANEXOS TENDIDO DE CABLE.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-17_ PROCEDIMIENTO TENDIDO DE CABLES\OLD\ANEXOS TENDIDO DE CABLE.pdf;258.2;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.docx;P-17_TENDIDO DE CABLES.docx;15-PROCEDIMIENTOS OPERATIVOS\P-17_ PROCEDIMIENTO TENDIDO DE CABLES\OLD\P-17_TENDIDO DE CABLES.docx;379.5;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-17_TENDIDO DE CABLES.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-17_ PROCEDIMIENTO TENDIDO DE CABLES\OLD\P-17_TENDIDO DE CABLES.pdf;881.2;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.docx;P-17_TENDIDO DE CABLES Rev_03.docx;15-PROCEDIMIENTOS OPERATIVOS\P-17_ PROCEDIMIENTO TENDIDO DE CABLES\P-17_TENDIDO DE CABLES Rev_03.docx;380.7;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-17_TENDIDO DE CABLES Rev_03.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-17_ PROCEDIMIENTO TENDIDO DE CABLES\P-17_TENDIDO DE CABLES Rev_03.pdf;881.3;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-17_TENDIDO DE CABLES Y ANEXOS Rev_03.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-17_ PROCEDIMIENTO TENDIDO DE CABLES\P-17_TENDIDO DE CABLES Y ANEXOS Rev_03.pdf;1156.6;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;ANEXOS CONEXIONADOS_Rev_01.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-18_PROCEDIMIENTO CONEXIONADO CABLES\ANEXOS CONEXIONADOS_Rev_01.pdf;200.4;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.xlsx;ANEXOS CONEXIONADOS_Rev_01.xlsx;15-PROCEDIMIENTOS OPERATIVOS\P-18_PROCEDIMIENTO CONEXIONADO CABLES\ANEXOS CONEXIONADOS_Rev_01.xlsx;26.3;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.pdf;ANEXOS CONEXIONADOS.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-18_PROCEDIMIENTO CONEXIONADO CABLES\OLD\ANEXOS CONEXIONADOS.pdf;249.6;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-18_CONEXIONADO CABLES.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-18_PROCEDIMIENTO CONEXIONADO CABLES\OLD\P-18_CONEXIONADO CABLES.pdf;887.8;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.docx;P-18_CONEXIONADO CABLES Rev_03.docx;15-PROCEDIMIENTOS OPERATIVOS\P-18_PROCEDIMIENTO CONEXIONADO CABLES\P-18_CONEXIONADO CABLES Rev_03.docx;384.5;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-18_CONEXIONADO CABLES Rev_03.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-18_PROCEDIMIENTO CONEXIONADO CABLES\P-18_CONEXIONADO CABLES Rev_03.pdf;887.7;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-18_CONEXIONADO CABLES Y ANEXOS Rev_03.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-18_PROCEDIMIENTO CONEXIONADO CABLES\P-18_CONEXIONADO CABLES Y ANEXOS Rev_03.pdf;1085.1;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-19_PROCEDIMIENTO HINCADO.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-19_PROCEDIMIENTO HINCADORA\OLD\P-19_PROCEDIMIENTO HINCADO.pdf;1306.1;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.docx;P-19_PROCEDIMIENTO HINCADO.docx;15-PROCEDIMIENTOS OPERATIVOS\P-19_PROCEDIMIENTO HINCADORA\P-19_PROCEDIMIENTO HINCADO.docx;982.1;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-19_PROCEDIMIENTO HINCADO_Ed. 01.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-19_PROCEDIMIENTO HINCADORA\P-19_PROCEDIMIENTO HINCADO_Ed. 01.pdf;950.3;1779628193.0
Procedure operative;storico/obsoleto;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-20_PROCEDIMIENTO CERRAMIENTO.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-20_PROCEDIMIENTO CERRAMIENTO\OLD\P-20_PROCEDIMIENTO CERRAMIENTO.pdf;914.9;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.pdf;P-20_PROCEDIMIENTO CERRAMIENTO Ed. 01.pdf;15-PROCEDIMIENTOS OPERATIVOS\P-20_PROCEDIMIENTO CERRAMIENTO\P-20_PROCEDIMIENTO CERRAMIENTO Ed. 01.pdf;913.8;1779628193.0
Procedure operative;attivo/da verificare;15-PROCEDIMIENTOS OPERATIVOS;.docx;P-20_PROCEDIMIENTO CERRAMIENTO.docx;15-PROCEDIMIENTOS OPERATIVOS\P-20_PROCEDIMIENTO CERRAMIENTO\P-20_PROCEDIMIENTO CERRAMIENTO.docx;1104.6;1779628193.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;ANALISIS DE RIESGOS 09-25.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\ANÁLISIS DE RIESGOS\ANALISIS DE RIESGOS 09-25.xlsx;20.9;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;ANALISIS DE RIESGOS 10-24.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\ANÁLISIS DE RIESGOS\ANALISIS DE RIESGOS 10-24.xlsx;22.5;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;ANALISIS DE RIESGOS 08-22.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\ANÁLISIS DE RIESGOS\años anteriores\ANALISIS DE RIESGOS 08-22.xlsx;33.2;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;ANALISIS DE RIESGOS 09-21.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\ANÁLISIS DE RIESGOS\años anteriores\ANALISIS DE RIESGOS 09-21.xlsx;25.3;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;ANALISIS DE RIESGOS 09-23 (1).xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\ANÁLISIS DE RIESGOS\años anteriores\ANALISIS DE RIESGOS 09-23 (1).xlsx;38.7;1779627920.0
Rischi e opportunita;attivo/da verificare;2-GESTION DE RIESGOS Y OPORTUNIDADES;.xlsx;ANALISIS DE RIESGOS 09-23.xlsx;2-GESTION DE RIESGOS Y OPORTUNIDADES\ANÁLISIS DE RIESGOS\años anteriores\ANALISIS DE RIESGOS 09-23.xlsx;38.7;1779627920.0
